pathwaysNames	netSize	subnetSize	subnetScore	pvalues	qvalues	geneListEntrez
Facilitative Na+-independent glucose transporters	10	3	2.87447733729929	0.44043321299639	0.623785356991821	SLC2A2;SLC2A6;SLC2A9
Factors involved in megakaryocyte development and platelet production	32	2	2.72499412348031	0.475330926594465	0.623785356991821	EP300;IFNA21
Fanconi Anemia Pathway	28	2	2.66318980775221	0.675526024363234	0.705289965876925	FANCD2;MUS81
Fatty acid, triacylglycerol, and ketone body metabolism	157	44	4.3293802479301	0.180505415162455	0.509317715135655	AACS;ABCA1;ACACA;ACADS;ACOT11;AGPAT5;ALAS1;BDH2;CDK8;CHD9;CPT1B;CYP1A1;DECR1;ECHS1;EP300;FADS1;FASN;G0S2;GLIPR1;GPAM;GRHL1;HADHA;HMGCS1;HMGCS2;LCLAT1;LPCAT1;MED13;MED13L;MED24;MED4;NCOA1;NCOA3;NCOR2;NFYB;NPAS2;PPARA;RGL1;RXRA;SIN3B;SLC27A1;SMARCD3;SREBF2;THEM4;TXNRD1
Fatty Acyl-CoA Biosynthesis	21	2	2.29267454640787	0.589651022864019	0.662981313532333	ACOT11;ACSL6
Fc epsilon receptor (FCERI) signaling	268	106	3.01530382262133	0.404332129963899	0.623785356991821	ACTN2;AKT1;ARRB2;BAD;BRAF;BTC;BTRC;CALM3;CAMK2A;CAMK2B;CAMK2D;CARD11;CD19;CD86;CHUK;CSK;DUSP10;DUSP7;DUSP8;ERBB3;FGB;FGF10;FGF9;FGFR1;FGFR2;FN1;GRIN2D;IL2RB;IL5RA;IRS2;ITGB3;LAT;LAT2;LCP2;MALT1;MAP2K7;MAP3K1;MAPK1;MAPK8;MAPK9;MAPKAP1;MOV10;MTOR;NCAM1;NFATC1;NFATC3;NFKB1;NRAS;NRG1;PAK2;PAQR3;PDGFRB;PIK3CA;PLCG2;PRKCQ;PSMA1;PSMA5;PSMA6;PSMA7;PSMB3;PSMB4;PSMD11;PSMD12;PSMD13;PSMD2;PSMD3;PSMD4;PSMD5;PSMD9;PSME4;PTEN;RAC1;RAF1;RAP1B;RASA1;RASA2;RASA3;RASAL1;RASAL3;RASGEF1A;RASGRF1;RASGRF2;RASGRP3;RASGRP4;RELA;SHC2;SHC3;SPRED1;SPRED3;SPTA1;SPTAN1;SPTB;SPTBN2;SPTBN5;TAB1;TEK;THEM4;TNRC6A;TNRC6B;TNRC6C;TRAF6;TRIB3;TXK;UBA52;UBE2D2;VAV1
FCERI mediated Ca+2 mobilization	16	2	1.77969603310266	0.768079800498753	0.719786172501165	LCP2;VAV2
FCERI mediated MAPK activation	201	76	2.78785370535498	0.460890493381468	0.623785356991821	ACTN2;AKAP9;ARRB2;CAMK2D;CSF2RB;DAB2IP;DLG4;DUSP10;DUSP7;EGF;ERBB3;ERBB4;FGA;FGF10;FGF4;FGF6;FGF8;FGF9;FGFR3;FGFR4;GRB2;GRIN1;IL3;IRS1;JAK2;KIT;KL;KRAS;KSR1;KSR2;LCP2;LYN;MAP2K1;MAP2K2;MAP3K1;MAPK1;MAPK3;NCAM1;NRG1;PAK1;PAQR3;PDGFA;PDGFRA;PHB;PLCG2;PPP2CA;PPP2R1A;PPP2R5B;PPP2R5C;PPP2R5E;PPP5C;PSMA6;PSMA7;PSMB10;PSMC4;PSMC6;PSMD13;PSMD5;PSMD9;PSME1;PSME2;PSME4;RAC1;RAF1;RAP1B;RASA1;RASAL1;SHC2;SHC3;SOS1;SPRED1;SPTA1;SPTB;SPTBN1;SYK;VAV2
FCERI mediated NF-kB activation	53	2	5.91285920845296	0.0727699530516432	0.378971695166488	PSMD5;PSME4
Fcgamma receptor (FCGR) dependent phagocytosis	66	5	2.75239885837045	0.562344139650873	0.64508098322596	ACTB;ELMO1;MYH9;RAC1;VAV2
FCGR activation	0	NA	NA	NA	NA	
Fertilization	10	3	0.113460716388542	0.963840399002494	0.755254804411399	ADAM2;ADAM21;ZP2
FGFR1 ligand binding and activation	12	2	1.68822189656227	0.889375684556407	0.749362450230115	FGF10;FGF6
FGFR1 mutant receptor activation	25	4	1.06059489782527	0.906137184115523	0.749362450230115	BCR;PIK3CA;STAT5B;TRIM24
FGFR2b ligand binding and activation	0	NA	NA	NA	NA	
FGFR2 ligand binding and activation	14	2	1.68822189656227	0.889375684556407	0.749362450230115	FGF10;FGF6
FGFR2 mutant receptor activation	11	3	1.37020001911562	0.842358604091456	0.742844902939368	FGF10;FGF6;FGFR2
FGFR3 mutant receptor activation	0	NA	NA	NA	NA	
Formation of a pool of free 40S subunits	63	3	6.02726638861014	0.0930996714129244	0.384245156985485	EIF3F;RPL31;RPS3A
Formation of ATP by chemiosmotic coupling	12	2	4.43457722053565	NA	NA	ATP5A1;ATP5O
Formation of Fibrin Clot (Clotting Cascade)	35	2	2.40439255414344	0.554753309265945	0.642778361174632	F5;SERPINA5
Formation of HIV-1 elongation complex containing HIV-1 Tat	34	2	3.74577663809142	0.491785323110624	0.623785356991821	GTF2H3;POLR2A
Formation of HIV elongation complex in the absence of HIV Tat	35	2	3.74577663809142	0.491785323110624	0.623785356991821	GTF2H3;POLR2A
Formation of Incision Complex in GG-NER	26	2	3.50561956239496	0.485049833887043	0.623785356991821	GTF2H3;PARP2
Formation of RNA Pol II elongation complex	35	2	3.74577663809142	0.491785323110624	0.623785356991821	GTF2H3;POLR2A
Formation of Senescence-Associated Heterochromatin Foci (SAHF)	0	NA	NA	NA	NA	
Formation of TC-NER Pre-Incision Complex	40	2	4.82138838570906	0.222591362126246	0.570552940114229	EP300;GTF2H3
Formation of the beta-catenin:TCF transactivating complex	56	2	5.02329370597127	0.146713615023474	0.457247567934286	EP300;TCF7
Formation of the Early Elongation Complex	26	5	3.22752563020082	0.52112676056338	0.632289716362594	CTDP1;ERCC2;GTF2H3;POLR2A;POLR2L
Formation of the HIV-1 Early Elongation Complex	26	2	3.31777023908039	0.502347417840376	0.623785356991821	POLR2A;POLR2L
Formation of the ternary complex, and subsequently, the 43S complex	32	2	5.66713850175704	0.136911281489595	0.446785213115253	EIF2S2;RPS3A
Formation of tubulin folding intermediates by CCT/TriC	16	2	6.67859147747633	0.044296788482835	0.378971695166488	CCT4;CCT6A
Frs2-mediated activation	186	68	3.36174574243956	0.33453670276775	0.623785356991821	APBB1IP;BRAF;BTC;CAMK2B;CAMK2D;DAB2IP;DLG4;DUSP16;DUSP5;DUSP7;EGF;ERBB3;EREG;FGB;FGF23;FGFR2;FGFR3;FN1;IL2RB;IL5RA;IRS1;IRS2;JAK2;KIT;LAMTOR3;MAP2K1;MAPK1;NF1;NRAS;NRG1;NRG2;NTRK1;PDGFRB;PPP2CA;PPP2R5E;PSMA4;PSMA5;PSMA6;PSMB10;PSMB11;PSMB3;PSMB4;PSMD1;PSMD13;PSMD2;PSMD3;PSMD5;PSMD6;PSMD8;PSMD9;PSME4;RAF1;RAP1A;RAP1B;RAPGEF1;RASA1;RASA3;RASGEF1A;RASGRP3;SHC2;SPTA1;SPTB;SPTBN1;SPTBN2;SRC;UBA52;VWF;WDR83
FRS-mediated FGFR1 signaling	183	55	3.94976370496197	0.239470517448857	0.599126031400316	ACTN2;BTC;DAB2IP;DUSP1;DUSP4;DUSP6;EGF;ERBB4;FGF10;FGFR3;FN1;FRS2;GRIN2D;IL2RB;IRS2;JAK2;KSR1;MAPK3;NRAS;NRG1;PDGFA;PDGFB;PDGFRA;PDGFRB;PPP2CA;PPP2R5E;PPP5C;PSMA1;PSMA6;PSMB10;PSMB11;PSMB4;PSMC4;PSMC6;PSMD12;PSMD13;PSMD3;PSMD5;PSMD9;PSME4;RAF1;RAP1B;RASA1;RASAL1;SHC2;SHC3;SPRED1;SPRED2;SPTB;SPTBN1;SPTBN4;SPTBN5;TEK;VWF;WDR83
FRS-mediated FGFR2 signaling	183	63	2.83577215024872	0.451263537906137	0.623785356991821	ACTN2;APBB1IP;ARRB1;CALM3;CAMK2A;CNKSR1;CSF2RB;EGF;EGFR;FGF10;FGF20;FGF6;FGFR2;FGFR4;FRS2;GRB2;GRIN2C;GRIN2D;IL2RB;IL5RA;IQGAP1;IRS1;ITGB3;KRAS;MAPK1;MAPK3;NF1;NRAS;NRG1;NRG2;NRG3;PDGFA;PDGFRA;PDGFRB;PSMA1;PSMA5;PSMA7;PSMA8;PSMB10;PSMB3;PSMB6;PSMC3;PSMD11;PSMD13;PSMD9;PSME4;RAF1;RAP1B;RASA2;RASAL1;RASAL2;RASGRF2;RASGRP3;SHC2;SPRED2;SPRED3;SPTA1;SPTB;SPTBN1;SPTBN5;TEK;TLN1;VWF
FRS-mediated FGFR3 signaling	183	59	3.01271559195587	0.404332129963899	0.623785356991821	AKAP9;ARRB2;BTC;CAMK2B;CNKSR1;DAB2IP;DUSP16;DUSP5;EGF;FGF10;FGF23;FGF4;FGF8;FGFR2;FGFR3;FN1;GRIN1;HRAS;IL2RB;IL5RA;ITGB3;JAK2;KBTBD7;KIT;KSR2;LAMTOR3;MAP2K2;MAPK1;MAPK3;NCAM1;NRG3;PDGFB;PDGFRA;PDGFRB;PEBP1;PPP2CA;PPP2R1B;PPP2R5B;PSMA1;PSMB10;PSMB4;PSMD13;PSMD2;PSMD5;PSMD6;PSME4;RAPGEF2;RASA1;RASA3;RASAL1;RASAL2;SHC2;SOS1;SPRED1;SPRED2;SPTB;SPTBN1;SPTBN2;SPTBN5
FRS-mediated FGFR4 signaling	183	71	3.30858749215293	0.34777376654633	0.623785356991821	ARRB2;BRAF;BTC;CALM1;CALM3;CAMK2G;DAB2IP;DUSP16;DUSP5;DUSP8;EGF;ERBB2;ERBB3;ERBB4;FGF10;FGF2;FGF23;FGG;FN1;GRIN2B;HRAS;IQGAP1;ITGB3;JAK1;JAK2;JAK3;KIT;KSR1;LAMTOR3;MAP2K1;MAP2K2;MAPK3;NCAM1;NEFL;NF1;NRG1;NRG2;PDGFA;PDGFRB;PHB;PPP2CA;PPP2R1A;PPP2R5B;PPP2R5C;PSMA1;PSMA4;PSMA5;PSMA6;PSMB10;PSMB11;PSMB4;PSMB7;PSMC6;PSMD13;PSMD14;PSMD5;PSMD9;PSME4;RAF1;RAP1B;RASA1;RASAL1;RASAL3;RASGEF1A;RASGRF2;SHC1;SPTAN1;SPTB;SPTBN1;VWF;WDR83
G0 and Early G1	20	2	0.796965808039861	0.943661971830986	0.753487396156887	DYRK1A;LIN54
G1 Phase	23	2	2.83695362453257	0.451263537906137	0.623785356991821	PPP2CA;PPP2R2A
G1/S DNA Damage Checkpoints	0	NA	NA	NA	NA	
G1/S-Specific Transcription	12	2	0.179292037308416	0.980746089049338	0.760621034043002	E2F1;ORC1
G1/S Transition	82	12	3.18276542855157	0.443890274314214	0.623785356991821	CDK2;MCM10;ORC1;PPP2CA;PSMA1;PSMC6;PSMD13;PSMD4;PSMD5;RB1;RPA1;RPA3
G2/M Checkpoints	77	2	1.81760141616042	0.763092269326683	0.719786172501165	ATR;MCM10
G2/M DNA damage checkpoint	35	3	1.62730661168947	0.836854460093897	0.739922915505981	HIST1H2BM;HIST1H4J;HIST1H4K
G2/M Transition	95	26	3.09458687211164	0.5481220657277	0.642418304573185	ACTR1A;CCP110;CDK1;CDK5RAP2;CDK7;CEP135;CEP152;CEP164;CEP41;CKAP5;CLASP1;DYNC1H1;DYNLL1;EP300;FOXM1;HSP90AA1;NINL;NUMA1;ODF2;PPP2CA;PPP2R2A;RBBP4;SFI1;TUBGCP2;TUBGCP3;YWHAE
GAB1 signalosome	80	5	4.3163000637863	0.181708784596871	0.509317715135655	NRG1;PDGFRB;PTEN;TNRC6A;TNRC6B
GABA A receptor activation	10	3	1.48114818549683	0.884828349944629	0.749362450230115	GABRA5;GABRA6;GABRG3
GABA B receptor activation	31	2	3.21367322381081	0.437655860349127	0.623785356991821	ADCY8;GNAL
GABA receptor activation	41	2	3.21367322381081	0.437655860349127	0.623785356991821	ADCY8;GNAL
GABA synthesis, release, reuptake and degradation	0	NA	NA	NA	NA	
G alpha (12/13) signalling events	59	5	4.98642217033011	0.0962695547533093	0.384245156985485	ARHGEF1;ITSN1;MCF2L;OBSCN;RHOA
G alpha (i) signalling events	167	78	0.329933477206959	0.975932611311673	0.759503896763351	ADCY1;ADCY2;ADCY5;ADCY7;ADCY8;ADCY9;ADRA2A;ADRA2C;BDKRB1;C3AR1;C5;C5AR1;CASR;CCL16;CCL19;CCL21;CCR1;CCR10;CCR4;CNR2;CXCL10;CXCL11;CXCL13;CXCR2;CXCR5;DRD2;DRD3;DRD4;FPR3;GALR1;GNAI1;GNAI2;GNAI3;GNAS;GNAT1;GNAT2;GNAZ;GNB5;GNG12;GNG2;GNG4;GNG7;GNGT2;GPER1;GPR17;GRM2;GRM3;GRM6;GRM8;HCAR3;HRH4;LPAR1;LPAR2;NMUR2;NPY4R;NPY5R;OPN3;P2RY12;P2RY13;PENK;PTGER3;RGR;RGS1;RGS11;RHO;RLN3;RRH;S1PR2;S1PR3;SST;SUCNR1;TAS2R1;TAS2R3;TAS2R30;TAS2R31;TAS2R40;TAS2R7;TAS2R8
G alpha (q) signalling events	127	49	1.26455074011941	0.870036101083033	0.746171194613845	ADRA1B;AVPR1A;BDKRB1;CASR;CCK;DAGLA;DAGLB;DGKA;DGKB;DGKE;DGKG;DGKH;F2R;GHRL;GNA11;GNA15;GNAQ;GNG2;GNG4;GNG7;GNRH1;GPR65;GRK5;GRM5;HCRTR1;KALRN;KNG1;LPAR1;LPAR6;LTB4R;MCHR1;NMS;NMUR2;NPFFR1;OPN4;P2RY11;P2RY2;PIK3CA;PIK3R2;PIK3R3;PLCB1;PLCB2;RGS19;RGS2;TAC3;TACR2;TBXA2R;TRIO;UTS2B
G alpha (s) signalling events	97	18	5.64927712542278	0.0523690773067332	0.378971695166488	ADCY3;ADCY4;ADCY8;ADRB1;CALCA;CALCB;FSHB;GHRHR;GIP;GNAI2;GNAS;GNG2;HTR4;LHCGR;MC5R;PDE2A;PDE4B;RXFP2
G alpha (z) signalling events	39	6	2.62547688919208	0.500601684717208	0.623785356991821	ADCY1;ADCY3;ADCY8;ADCY9;GNAZ;PRKCQ
Gamma carboxylation, hypusine formation and arylsulfatase activation	0	NA	NA	NA	NA	
Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	0	NA	NA	NA	NA	
Gap-filling DNA repair synthesis and ligation in GG-NER	19	2	1.07515046479668	0.932447397563677	0.75252264577362	POLE;RPA3
Gap-filling DNA repair synthesis and ligation in TC-NER	49	2	4.82138838570906	0.265060240963855	0.623785356991821	EP300;GTF2H3
Gap junction degradation	0	NA	NA	NA	NA	
Gap junction trafficking	0	NA	NA	NA	NA	
Gap junction trafficking and regulation	0	NA	NA	NA	NA	
Gastrin-CREB signalling pathway via PKC and MAPK	313	64	3.40462657076633	0.327316486161252	0.623785356991821	APBB1IP;BTC;CALM1;CSF2RB;DAB2IP;DUSP16;DUSP6;EGF;EGFR;ERBB3;FGF23;FGF9;FGFR1;GRIN2B;GRIN2C;IL2RB;IL5RA;KIT;KL;KLB;KRAS;KSR1;MAP2K1;MAPK3;NCAM1;NF1;NRG1;NRG2;PAQR3;PDGFA;PDGFB;PDGFRA;PDGFRB;PEBP1;PPP2CA;PSMA1;PSMA3;PSMA4;PSMA6;PSMB10;PSMB4;PSMC5;PSMD1;PSMD13;PSMD3;PSMD5;PSMD9;PSME1;PSME4;PTK2;RAF1;RAP1B;RASA1;RASAL1;RASGEF1A;RASGRF2;RASGRP3;RASGRP4;SOS1;SPTAN1;SPTB;SPTBN1;SRC;UBA52
G beta:gamma signalling through PI3Kgamma	34	2	1.70525868571482	0.780548628428928	0.724266648168417	AKT1;IL3
G beta:gamma signalling through PLC beta	15	2	0.989640980574605	0.923708920187793	0.752326154722782	GNG2;PLCB2
Gene Expression	0	NA	NA	NA	NA	
Generation of second messenger molecules	18	2	2.3585834321385	0.634663341645885	0.683763280217943	LCP2;PAK2
Generic Transcription Pathway	413	38	2.95569616338831	0.422382671480144	0.623785356991821	CARM1;CDK9;CHD9;CREBBP;ESRRB;HNF4G;KAT2B;MAML3;MED1;MED10;MED15;MED25;MED4;NCOA1;NCOA2;NCOA6;NCOR1;NOTCH1;NOTCH3;NPPA;NR1D1;NR2C1;NR4A3;NRBF2;RARA;RARB;RARG;RBL1;RORC;SMAD3;SMARCD3;SNW1;SP1;TBL1XR1;TBX5;TEAD4;TGS1;WWTR1
Gene Silencing by RNA	85	2	6.07591812384921	0.0361596009975062	0.378971695166488	NUP188;NUP205
GLI3 is processed to GLI3R by the proteasome	44	2	5.91285920845296	0.08859357696567	0.378971695166488	PSMD5;PSME4
Global Genome Nucleotide Excision Repair (GG-NER)	61	5	4.99474485256551	0.147887323943662	0.457247567934286	ACTR5;GTF2H3;INO80;PARP2;XPC
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	30	2	1.74652843700885	0.753309265944645	0.719753518847998	ADCY8;GNAS
Glucagon signaling in metabolic regulation	20	5	2.78957431325092	0.460890493381468	0.623785356991821	ADCY1;ADCY3;ADCY8;ADCY9;GNAS
Glucagon-type ligand receptors	15	3	0.701600141573119	0.930174563591022	0.75252264577362	GCG;GLP2R;GNG2
Gluconeogenesis	0	NA	NA	NA	NA	
Glucose metabolism	58	2	4.55396408594104	0.150421179302046	0.457247567934286	GPI;HK2
Glucose transport	38	2	6.07591812384921	0.0633802816901408	0.378971695166488	NUP188;NUP205
Glucuronidation	18	2	3.28399148775361	0.348977135980746	0.623785356991821	SLC35D1;UGT2B4
Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity	27	2	1.99072612313294	0.721945137157107	0.717318816047996	AP2A1;PRKCB
Glutamate Neurotransmitter Release Cycle	13	2	1.62829831888868	0.866002214839424	0.746171194613845	PPFIA3;UNC13B
Glutathione conjugation	19	3	2.90659475508333	0.433212996389892	0.623785356991821	CNDP2;GSS;GSTM1
Glutathione synthesis and recycling	0	NA	NA	NA	NA	
Glycerophospholipid biosynthesis	66	3	7.19403904709322	0.00842358604091456	0.378971695166488	PLA2G2A;PLA2G4D;PLA2G4E
Glycogen breakdown (glycogenolysis)	12	3	2.58158884009459	0.594763092269327	0.662981313532333	PHKG1;PYGB;PYGM
Glycogen synthesis	0	NA	NA	NA	NA	
Glycolysis	20	2	4.55396408594104	0.150421179302046	0.457247567934286	GPI;HK2
Glycoprotein hormones	0	NA	NA	NA	NA	
Glycosaminoglycan metabolism	81	3	3.50530561794362	0.310469314079422	0.623785356991821	FMOD;KERA;ST3GAL6
Glycosphingolipid metabolism	18	2	4.36087955333721	0.178098676293622	0.509317715135655	ARSG;SUMF2
Golgi Associated Vesicle Biogenesis	28	2	4.4596643473632	0.251173708920188	0.622938165211462	ARF1;TPD52
Golgi Cisternae Pericentriolar Stack Reorganization	0	NA	NA	NA	NA	
Golgi to ER Retrograde Transport	11	2	4.08384334723029	0.353266888150609	0.623785356991821	ARCN1;ARF1
GP1b-IX-V activation signalling	0	NA	NA	NA	NA	
GPCR downstream signaling	0	NA	NA	NA	NA	
GPCR ligand binding	0	NA	NA	NA	NA	
G-protein activation	21	3	1.28745577752584	0.905869324473976	0.749362450230115	GNAI2;GNAO1;GNG2
G-protein beta:gamma signalling	37	2	1.70525868571482	0.780548628428928	0.724266648168417	AKT1;IL3
G protein gated Potassium channels	17	2	1.04454226569608	0.935769656699889	0.75252264577362	GNG2;KCNJ5
G-protein mediated events	32	2	3.21367322381081	0.368231046931408	0.623785356991821	ADCY8;GNAL
GPVI-mediated activation cascade	38	6	2.12826726705869	0.687032418952618	0.710712494426071	AKT1;PIK3R3;PIK3R6;PTPN6;SYK;VAV2
GRB2 events in EGFR signaling	183	80	2.9094035331946	0.433212996389892	0.623785356991821	ACTN2;ANGPT1;ARRB2;BTC;CAMK2B;CAMK2D;CNKSR1;DAB2IP;DUSP16;DUSP8;EGF;ERBB3;ERBB4;FGF10;FGF17;FGF8;FGF9;FGFR1;FGG;FN1;FRS2;GRIN2C;GRIN2D;HRAS;IL17RD;IL3;IL5RA;IQGAP1;IRS2;ITGB3;JAK3;KRAS;KSR2;LAT;MAP2K1;MAP2K2;MAPK1;NCAM1;NF1;NRG1;NRG2;NRG3;PDGFA;PDGFB;PDGFRA;PDGFRB;PPP2CA;PPP2R1A;PPP2R1B;PPP2R5B;PSMB10;PSMB4;PSMB7;PSMC6;PSMD13;PSMD4;PSMD5;PSMD8;PSMD9;PSME4;PTK2;PTPRA;RAF1;RAP1B;RAPGEF2;RASA1;RASAL1;RASGRP1;RASGRP3;RASGRP4;SHC2;SHC3;SOS1;SPRED1;SPTA1;SPTAN1;SPTB;SPTBN2;TLN1;VCL
GRB2 events in ERBB2 signaling	183	59	4.04376118537841	0.223826714801444	0.570552940114229	ACTN2;AKAP9;ARRB1;CAMK2B;CNKSR1;CSK;DUSP16;DUSP6;EGF;EGFR;ERBB3;ERBB4;EREG;FGF10;FGF20;FGF3;FGF6;FN1;GRIN2C;HRAS;IRS1;KIT;KLB;KRAS;KSR1;MAP2K1;MAPK1;NRG1;NRG3;PDGFA;PDGFB;PDGFRA;PDGFRB;PPP2CA;PPP2R5E;PSMA4;PSMB10;PSMB11;PSMC4;PSMC6;PSMD11;PSMD13;PSMD5;PSMD9;PSME4;RAF1;RAP1B;RASA1;RASAL3;RASGEF1A;RASGRF2;RASGRP1;RASGRP3;SHC2;SOS1;SPRED3;SPTB;SPTBN1;WDR83
GRB2:SOS provides linkage to MAPK signaling for Integrins	15	2	3.03471648110094	0.660460021905805	0.701486504229673	FN1;RAP1B
Growth hormone receptor signaling	19	2	3.77556055140782	0.307980049875312	0.623785356991821	PRL;PRLR
GTP hydrolysis and joining of the 60S ribosomal subunit	73	5	6.42830791141624	0.0598006644518272	0.378971695166488	EIF2S2;EIF3F;RPL31;RPS13;RPS3A
HATs acetylate histones	92	4	6.70480622759291	0.0168471720818291	0.378971695166488	EP300;HIST3H2A;ING5;MEAF6
HDACs deacetylate histones	56	2	7.04084730714562	0.0246478873239437	0.378971695166488	GATAD2B;HIST3H2A
HDL-mediated lipid transport	12	5	2.42814173398342	0.553549939831528	0.642778361174632	A2M;ABCA1;APOA1;CETP;CUBN
HDMs demethylate histones	28	2	3.33746283595141	0.341756919374248	0.623785356991821	HIST1H3I;KDM5B
HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)	96	35	1.0663644388006	0.895261845386534	0.749362450230115	ATM;ATR;BARD1;BRCA2;ERCC1;EXO1;FAM175A;HIST1H2BA;HIST1H2BK;HIST1H2BM;HIST1H4B;HIST1H4J;HIST1H4K;MRE11A;MUS81;POLD2;POLE;POLE2;PPP4R2;RAD1;RAD17;RAD50;RAD51AP1;RAD51C;RAD52;RAD9B;RFC2;RNF4;RPA1;RPA2;RPA3;SLX4;TIMELESS;TP53BP1;UBE2I
HDR through Homologous Recombination (HRR)	55	2	3.66590076687443	0.410798122065728	0.623785356991821	BRCA2;MUS81
HDR through MMEJ (alt-NHEJ)	10	2	4.61816480751955	NA	NA	FEN1;POLQ
HDR through Single Strand Annealing (SSA)	35	2	2.50851073700976	0.749178532311062	0.717318816047996	RAD52;RAD9B
Hedgehog ligand biogenesis	51	2	5.91285920845296	0.0727699530516432	0.378971695166488	PSMD5;PSME4
Hedgehog 'off' state	72	6	7.04323355884142	0.0149625935162095	0.378971695166488	GLI2;ITCH;PSMD5;PSME4;RPGRIP1L;TTC21B
Hedgehog 'on' state	68	4	7.44087060092627	0.00872817955112219	0.378971695166488	ITCH;PSMD5;PSME4;SPOP
Heme biosynthesis	0	NA	NA	NA	NA	
Hemostasis	287	3	1.76543284438903	0.749699157641396	0.717318816047996	NOS3;PDE2A;PDE3B
Heparan sulfate/heparin (HS-GAG) metabolism	36	2	3.07720840355778	0.392298435619735	0.623785356991821	HS3ST3B1;SDC3
Hexose uptake	42	2	6.07591812384921	0.0633802816901408	0.378971695166488	NUP188;NUP205
Hh mutants abrogate ligand secretion	42	2	5.91285920845296	0.08859357696567	0.378971695166488	PSMD5;PSME4
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	42	2	5.91285920845296	0.08859357696567	0.378971695166488	PSMD5;PSME4
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	10	2	0.37509657693659	0.953865336658354	0.753901725439927	CHRNA5;CHRNA7
Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism	30	4	2.93248506208994	0.425992779783394	0.623785356991821	FTCD;HPD;PAH;TAT
HIV elongation arrest and recovery	26	2	3.31777023908039	NA	NA	POLR2A;POLR2L
HIV Infection	147	54	4.12677565797306	0.212996389891697	0.562033468919227	AP2S1;APOBEC3G;ARF1;BANF1;CCNT2;CD4;CD8B;CDK9;CHMP4A;CHMP5;CUL5;GTF2E1;GTF2H1;GTF2H3;KPNA1;NUP107;NUP153;NUP188;NUP205;NUP210;NUP54;NUPL2;PDCD6IP;POLR2A;POLR2B;POLR2D;POLR2K;POLR2L;POM121;PSMB10;PSMB11;PSMB3;PSMC3;PSMC6;PSMD13;PSMD3;PSMD5;PSMD8;PSMD9;PSME1;PSME4;RAN;RANBP1;RANGAP1;RNMT;SEH1L;SSRP1;SUPT16H;TAF4;TAF4B;TCEB1;TSG101;UBA52;VPS4B
HIV Life Cycle	0	NA	NA	NA	NA	
HIV Transcription Elongation	34	2	3.74577663809142	0.491785323110624	0.623785356991821	GTF2H3;POLR2A
HIV Transcription Initiation	29	2	3.74577663809142	0.491785323110624	0.623785356991821	GTF2H3;POLR2A
Homologous DNA Pairing and Strand Exchange	40	2	2.14261106786638	0.774086378737541	0.722238707856482	BRCA2;RAD51AP1
Homology Directed Repair	102	37	1.62893557681369	0.800498753117207	0.729747058319346	BARD1;BLM;BRE;CCNA2;DNA2;EME1;ERCC4;EXO1;FEN1;GEN1;HERC2;HIST1H2BA;HIST1H2BM;HIST1H4B;HIST1H4J;HIST1H4K;MUS81;NBN;PARP2;POLD1;POLE;POLK;POLQ;PPP4R2;RAD17;RAD50;RAD51B;RAD52;RAD9B;RFC2;RMI2;RPA3;RTEL1;TIMELESS;UIMC1;WHSC1;WRN
Hormone ligand-binding receptors	0	NA	NA	NA	NA	
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	10	3	0.63467855962496	0.961492178098676	0.755254804411399	ABHD5;PLIN1;PPP1CC
Host Interactions of HIV factors	83	12	6.21801928700243	0.027431421446384	0.378971695166488	APOBEC3G;ARF1;CD4;NUP107;NUP188;NUP205;NUPL2;PSIP1;PSMD13;PSMD5;PSME4;TPR
Host Interactions with Influenza Factors	31	2	6.07591812384921	0.0887185104052574	0.378971695166488	NUP188;NUP205
HSF1 activation	0	NA	NA	NA	NA	
HSF1-dependent transactivation	0	NA	NA	NA	NA	
HS-GAG biosynthesis	24	2	3.07720840355778	0.478802992518703	0.623785356991821	HS3ST3B1;SDC3
HS-GAG degradation	12	2	1.68127490123949	0.76173285198556	0.719786172501165	HPSE;SDC3
Hyaluronan metabolism	0	NA	NA	NA	NA	
Hyaluronan uptake and degradation	0	NA	NA	NA	NA	
