db	pathwaysNames	netSize	subnetSize	subnetScore	pvalues	qvalues	geneListEntrez
reactome	FRS-mediated FGFR2 signaling	183	63	2.83577215	0.451263538	0.623785357	ACTN2;APBB1IP;ARRB1;CALM3;CAMK2A;CNKSR1;CSF2RB;EGF;EGFR;FGF10;FGF20;FGF6;FGFR2;FGFR4;FRS2;GRB2;GRIN2C;GRIN2D;IL2RB;IL5RA;IQGAP1;IRS1;ITGB3;KRAS;MAPK1;MAPK3;NF1;NRAS;NRG1;NRG2;NRG3;PDGFA;PDGFRA;PDGFRB;PSMA1;PSMA5;PSMA7;PSMA8;PSMB10;PSMB3;PSMB6;PSMC3;PSMD11;PSMD13;PSMD9;PSME4;RAF1;RAP1B;RASA2;RASAL1;RASAL2;RASGRF2;RASGRP3;SHC2;SPRED2;SPRED3;SPTA1;SPTB;SPTBN1;SPTBN5;TEK;TLN1;VWF
reactome	Signaling by PDGF	274	110	2.83498798	0.451263538	0.623785357	ADCY1;ADCY2;ADCY3;ADCY5;ADCY7;ADCY8;ADCY9;AGO2;AGO4;AKAP9;ANGPT1;APBB1IP;BRAF;CALM3;CAMK2B;CAMK4;CD86;CNKSR1;COL4A3;COL4A4;COL6A1;COL6A2;COL6A3;COL6A5;COL6A6;COL9A2;CSF2RB;DAB2IP;DLG4;DUSP10;DUSP16;DUSP5;EGF;ERBB4;FGF10;FGF2;FGF20;FGF3;FGF8;FGFR1;FGFR3;FN1;FURIN;GRB7;GRIN2D;HRAS;IL2RB;IQGAP1;IRS1;IRS2;JAK2;KLB;KSR1;KSR2;LAT;MAP2K1;MAP2K2;MAP3K11;MAPK1;MARK3;NCAM1;PAQR3;PDE1B;PDGFB;PDGFRA;PDGFRB;PIK3CD;PLCG1;PPP2R1B;PRKCD;PSMA1;PSMA4;PSMA6;PSMA7;PSMA8;PSMB10;PSMB4;PSMB6;PSMC1;PSMD14;PSMD5;PSMD8;PSMD9;PSME1;PSME4;PTEN;RAF1;RAP1A;RAP1B;RAPGEF1;RASA2;RASA3;RASAL1;RASGRF1;RASGRP3;RASGRP4;SHC2;SHC3;SPRED1;SPTAN1;SPTBN1;SPTBN5;STAT1;STAT5B;STAT6;THBS1;TNRC6A;TNRC6C;VCL;VWF
reactome	Resolution of D-Loop Structures	30	2	3.665900767	0.451827243	0.623785357	BRCA2;MUS81
reactome	Resolution of D-loop Structures through Holliday Junction Intermediates	29	2	3.665900767	0.451827243	0.623785357	BRCA2;MUS81
nci	E-cadherin signaling in keratinocytes	17	2	2.579548387	0.452408931	0.413086191	CTNNA1;PIP5K1A
nci	amb2 Integrin signaling	21	2	2.780599849	0.453276047	0.413086191	ITGB2;MMP9
reactome	Packaging Of Telomere Ends	28	2	3.651391296	0.455149502	0.623785357	ACD;TERF2IP
reactome	Platelet homeostasis	62	2	2.808231269	0.457280385	0.623785357	ATP2B4;ITPR1
reactome	Phospholipase C-mediated cascade; FGFR2	32	6	2.8031388	0.457280385	0.623785357	ADCY1;ADCY8;ADCY9;CALM3;CAMK4;PDE1C
reactome	MAP2K and MAPK activation	35	2	3.650681945	0.457364341	0.623785357	RAF1;RAP1B
reactome	RNA Polymerase III Transcription Termination	20	2	3.639295064	0.458471761	0.623785357	POLR2L;POLR3F
reactome	Glucagon signaling in metabolic regulation	20	5	2.789574313	0.460890493	0.623785357	ADCY1;ADCY3;ADCY8;ADCY9;GNAS
reactome	PKA activation in glucagon signalling	10	5	2.789574313	0.460890493	0.623785357	ADCY1;ADCY3;ADCY8;ADCY9;GNAS
reactome	FCERI mediated MAPK activation	201	76	2.787853705	0.460890493	0.623785357	ACTN2;AKAP9;ARRB2;CAMK2D;CSF2RB;DAB2IP;DLG4;DUSP10;DUSP7;EGF;ERBB3;ERBB4;FGA;FGF10;FGF4;FGF6;FGF8;FGF9;FGFR3;FGFR4;GRB2;GRIN1;IL3;IRS1;JAK2;KIT;KL;KRAS;KSR1;KSR2;LCP2;LYN;MAP2K1;MAP2K2;MAP3K1;MAPK1;MAPK3;NCAM1;NRG1;PAK1;PAQR3;PDGFA;PDGFRA;PHB;PLCG2;PPP2CA;PPP2R1A;PPP2R5B;PPP2R5C;PPP2R5E;PPP5C;PSMA6;PSMA7;PSMB10;PSMC4;PSMC6;PSMD13;PSMD5;PSMD9;PSME1;PSME2;PSME4;RAC1;RAF1;RAP1B;RASA1;RASAL1;SHC2;SHC3;SOS1;SPRED1;SPTA1;SPTB;SPTBN1;SYK;VAV2
kegg	Melanogenesis	86	12	2.865270357	0.463193658	0.139347828	CTNNB1;EP300;FZD10;GNAO1;MITF;PLCB1;PRKACB;PRKCB;TCF7;WNT3A;WNT4;WNT9B
reactome	Loss of Nlp from mitotic centrosomes	53	2	3.885551609	0.463307777	0.623785357	CEP152;NINL
reactome	Recruitment of mitotic centrosome proteins and complexes	63	2	3.885551609	0.463307777	0.623785357	CEP152;NINL
reactome	IRS-mediated signalling	219	80	2.776364358	0.464500602	0.623785357	ACTN2;AKT2;CALM3;CNKSR1;CUL3;DUSP16;DUSP4;DUSP7;EGFR;EIF4E;EIF4G1;ERBB2;ERBB3;ERBB4;FGF2;FGF20;FGF23;FGF3;FGF6;FGFR3;FGFR4;GRIN1;HRAS;IL3;IRS1;IRS2;ITGB3;JAK1;JAK2;KIT;KL;KLB;KSR2;LAMTOR3;LAMTOR4;MAPK1;MLST8;MTOR;NCAM1;NEFL;NRG1;PDE3B;PDGFA;PDGFRA;PDGFRB;PHB;PPP2R5B;PRKAA1;PRKAG2;PSMA1;PSMA5;PSMB10;PSMB11;PSMC6;PSMD1;PSMD11;PSMD5;PSMD9;PSME1;PSME4;PSMF1;PTPRA;RAF1;RAP1B;RAPGEF2;RASA3;RASAL1;RASAL3;RASGRF2;RASGRP3;RHEB;RPS6;RPS6KB1;RPTOR;SOS1;SPRED3;SPTB;SPTBN2;THEM4;TLN1
nci	p38 MAPK signaling pathway	19	2	2.69924045	0.4650913	0.413086191	CCM2;RAC1
reactome	Lysosome Vesicle Biogenesis	18	2	3.446159595	0.465962441	0.623785357	AP1M1;ARF1
nci	GMCSF-mediated signaling events	28	3	2.695755461	0.466165414	0.413086191	JAK2;RAF1;STAT1
reactome	Cellular response to hypoxia	19	2	3.118417934	0.466334165	0.623785357	EP300;EPAS1
reactome	Regulation of Hypoxia-inducible Factor (HIF) by oxygen	19	2	3.118417934	0.466334165	0.623785357	EP300;EPAS1
reactome	Biotin transport and metabolism	10	2	2.762885933	0.46811071	0.623785357	ACACB;HLCS
reactome	Metabolism of water-soluble vitamins and cofactors	31	2	2.762885933	0.46811071	0.623785357	ACACB;HLCS
reactome	Toll Like Receptor 7/8 (TLR7/8) Cascade	57	8	2.764278915	0.46811071	0.623785357	ATF2;CHUK;MAP2K6;MAPK1;MAPK11;MAPK8;NOD2;PPP2CA
reactome	Toll Like Receptor TLR6:TLR2 Cascade	63	8	2.764278915	0.46811071	0.623785357	ATF2;CHUK;MAP2K6;MAPK1;MAPK11;MAPK8;NOD2;PPP2CA
reactome	TRAF6 Mediated Induction of proinflammatory cytokines	48	8	2.764278915	0.46811071	0.623785357	ATF2;CHUK;MAP2K6;MAPK1;MAPK11;MAPK8;NOD2;PPP2CA
nci	RAC1 signaling pathway	41	4	3.080981705	0.468181818	0.413086191	CYBA;PAK2;PIP5K1A;RAC1
nci	FAS (CD95) signaling pathway	28	2	2.691074841	0.468313641	0.413086191	CASP8;CHUK
nci	PAR1-mediated thrombin signaling events	24	2	2.690153562	0.468313641	0.413086191	ARHGEF1;GNA12
kegg	Circadian rhythm	24	4	3.018836714	0.469072165	0.139745316	CRY2;NPAS2;PRKAA1;RORC
reactome	DAP12 interactions	269	121	2.753602195	0.469314079	0.623785357	ACTN2;ADCY1;ADCY2;ADCY3;ADCY4;ADCY5;ADCY7;ADCY8;ADCY9;AGO1;AGO2;AKAP9;BRAF;CALM1;CAMK2B;CAMK2G;CAMK4;CD19;CD300E;CD300LB;CLEC5A;CNKSR1;CUL3;DUSP10;DUSP16;DUSP8;EGFR;ERBB3;FGA;FGF10;FGF20;FGF3;FGFR3;FGFR4;FN1;FRS2;GRIN2C;IL2RB;IL3;JAK2;KIR2DS4;KIT;KLRC2;KRAS;KSR1;MAP2K2;MAP3K11;MAPK1;MOV10;NCAM1;NEFL;NF1;NRG1;NRG2;NRG3;PDE1A;PDE1B;PDE1C;PDGFA;PDGFRA;PDGFRB;PHB;PIK3CA;PIK3R2;PIK3R3;PLCG1;PLCG2;PPP2CA;PRKCD;PSMA1;PSMA4;PSMA6;PSMA8;PSMB4;PSMC1;PSMC4;PSMC5;PSMC6;PSMD1;PSMD13;PSMD14;PSMD3;PSMD5;PSMD6;PSME2;PSME4;PTEN;PTK2;RAF1;RAP1A;RAP1B;RASA1;RASAL1;RASAL2;RASGEF1A;RASGRF1;RASGRF2;RASGRP3;SIGLEC15;SOS1;SPRED1;SPRED3;SPTA1;SPTB;SPTBN1;SPTBN2;SPTBN4;SPTBN5;SYK;TEK;TLN1;TNRC6A;TNRC6B;TNRC6C;TYROBP;UBA52;VAV2;VAV3;VCL;VWF;YWHAB
reactome	EPHB-mediated forward signaling	34	2	3.433567843	0.470657277	0.623785357	ACTB;ITSN1
nci	Integrins in angiogenesis	51	2	3.048513003	0.472727273	0.413086191	IGF1R;ITGB3
reactome	Oncogene Induced Senescence	19	3	2.745516846	0.474127557	0.623785357	E2F2;TNRC6A;TNRC6B
reactome	Elastic fibre formation	29	3	2.736148111	0.474127557	0.623785357	ITGA8;ITGB5;TGFB1
reactome	TRAF6 mediated IRF7 activation	25	3	2.73351599	0.474127557	0.623785357	EP300;IFIH1;IRF7
reactome	Toll Like Receptor 2 (TLR2) Cascade	63	9	2.739974593	0.474127557	0.623785357	ATF2;CHUK;MAP2K3;MAPK11;MAPK3;MAPK8;MAPKAPK2;NOD2;PPP2CA
reactome	Adherens junctions interactions	20	2	3.082937465	0.475062344	0.623785357	CDH6;CTNNA1
reactome	Factors involved in megakaryocyte development and platelet production	32	2	2.724994123	0.475330927	0.623785357	EP300;IFNA21
reactome	Mitotic Anaphase	130	45	3.426468625	0.475352113	0.623785357	ANAPC5;APITD1-CORT;B9D2;CDC16;CDC20;CDC27;CENPA;CENPE;CENPM;CENPP;CKAP5;CLASP2;ESPL1;KIF2B;KNTC1;MAD1L1;MAPRE1;NDC80;NDE1;NSL1;NUP107;NUP37;PDS5B;PPP2CA;PPP2R2A;PPP2R5E;PSMA1;PSMA7;PSMA8;PSMB10;PSMB11;PSMC3;PSMC6;PSMD13;PSMD14;PSMD3;PSMD5;PSMD8;PSMD9;PSME4;PSMF1;RAD21;RANGAP1;SGOL1;ZW10
nci	Integrin-linked kinase signaling	36	3	3.027411352	0.477272727	0.413086191	ACTN1;AKT1;ILK
reactome	HS-GAG biosynthesis	24	2	3.077208404	0.478802993	0.623785357	HS3ST3B1;SDC3
reactome	Synthesis and interconversion of nucleotide di- and triphosphates	17	3	3.066529624	0.478802993	0.623785357	DTYMK;GUK1;NME1-NME2
nci	Endogenous TLR signaling	17	2	2.396432428	0.482638889	0.413086191	CHUK;IRAK4
reactome	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	20	2	3.520305365	0.482834994	0.623785357	FEN1;PARP2
kegg	Mucin type O-Glycan biosynthesis	26	2	3.038754643	0.483412322	0.139745316	GALNT16;ST6GALNAC1
kegg	Colorectal cancer	38	2	2.805575228	0.483578709	0.139745316	CTNNB1;TCF7
kegg	Endometrial cancer	40	2	2.805575228	0.483578709	0.139745316	CTNNB1;TCF7
nci	Regulation of Ras family activation	24	4	2.626619218	0.484425349	0.413086191	HRAS;NF1;RASA1;RASAL1
kegg	N-Glycan biosynthesis	42	2	2.800953724	0.484711212	0.139745316	ALG11;ALG2
reactome	Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels	12	2	3.510691162	0.485049834	0.623785357	CACNA1A;CACNA2D3
reactome	Formation of Incision Complex in GG-NER	26	2	3.505619562	0.485049834	0.623785357	GTF2H3;PARP2
reactome	PKA activation	11	4	2.686094497	0.487364621	0.623785357	ADCY1;ADCY8;ADCY9;CALM3
reactome	Synthesis of PIPs at the Golgi membrane	14	3	3.04157144	0.487531172	0.623785357	ARF1;PIK3R4;SACM1L
reactome	Platelet Aggregation (Plug Formation)	25	2	3.034716481	0.490024938	0.623785357	FN1;RAP1B
reactome	Signaling by VEGF	255	98	2.66917366	0.490974729	0.623785357	ABI1;ACTN2;AKT1;AKT2;BRK1;BTC;CALM1;CAMK2B;CDH5;CSF2RB;CTNNA1;CUL3;CYBA;CYFIP2;DUSP1;DUSP16;DUSP7;EGF;ELMO1;ELMO2;ERBB4;FGF10;FGF20;FGF6;FGFR2;FGFR3;FGG;GRB2;GRIN2B;HRAS;IL5RA;IRS1;ITGAV;JAK1;KBTBD7;KDR;KSR1;LAT;MAP2K1;MAP2K2;MAPK1;MAPK11;MAPK3;MAPKAP1;MAPKAPK2;MTOR;NCF2;NCF4;NCKAP1L;NRG1;NRG2;PAK1;PAK2;PDGFA;PDGFRA;PDGFRB;PEBP1;PPP2CA;PPP2R5C;PPP2R5E;PRKCB;PRKCZ;PSMA6;PSMB10;PSMB3;PSMB7;PSMC3;PSMC5;PSMC6;PSMD1;PSMD12;PSMD13;PSMD14;PSMD5;PSMD9;PSME1;PSME4;PSMF1;RAC1;RAP1B;RASAL1;RASGRP3;RHOA;RICTOR;ROCK2;SHC2;SPHK1;SPRED1;SPRED2;SPRED3;SPTA1;SPTB;SRC;THEM4;TLN1;VCL;WASF2;WDR83
reactome	Formation of HIV-1 elongation complex containing HIV-1 Tat	34	2	3.745776638	0.491785323	0.623785357	GTF2H3;POLR2A
reactome	Formation of HIV elongation complex in the absence of HIV Tat	35	2	3.745776638	0.491785323	0.623785357	GTF2H3;POLR2A
reactome	Formation of RNA Pol II elongation complex	35	2	3.745776638	0.491785323	0.623785357	GTF2H3;POLR2A
reactome	HIV Transcription Elongation	34	2	3.745776638	0.491785323	0.623785357	GTF2H3;POLR2A
reactome	HIV Transcription Initiation	29	2	3.745776638	0.491785323	0.623785357	GTF2H3;POLR2A
reactome	RNA Polymerase II HIV Promoter Escape	29	2	3.745776638	0.491785323	0.623785357	GTF2H3;POLR2A
reactome	RNA Polymerase II Promoter Escape	29	2	3.745776638	0.491785323	0.623785357	GTF2H3;POLR2A
reactome	RNA Polymerase II Transcription Elongation	35	2	3.745776638	0.491785323	0.623785357	GTF2H3;POLR2A
reactome	RNA Polymerase II Transcription Initiation	29	2	3.745776638	0.491785323	0.623785357	GTF2H3;POLR2A
reactome	RNA Polymerase II Transcription Initiation And Promoter Clearance	29	2	3.745776638	0.491785323	0.623785357	GTF2H3;POLR2A
reactome	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	29	2	3.745776638	0.491785323	0.623785357	GTF2H3;POLR2A
reactome	Tat-mediated elongation of the HIV-1 transcript	34	2	3.745776638	0.491785323	0.623785357	GTF2H3;POLR2A
reactome	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	55	7	2.666657257	0.492178099	0.623785357	CHUK;MAP2K3;MAP2K7;MAPK11;MAPK8;MAPKAPK2;NOD2
nci	Calcineurin-regulated NFAT-dependent transcription in lymphocytes	33	2	2.982441993	0.493181818	0.416172372	CALM3;ITCH
reactome	Basigin interactions	20	2	2.661552082	0.493381468	0.623785357	BSG;ITGA6
reactome	Cell surface interactions at the vascular wall	66	2	2.661552082	0.493381468	0.623785357	BSG;ITGA6
reactome	Signaling by SCF-KIT	246	84	2.659623749	0.493381468	0.623785357	ACTN2;AGO4;AKAP9;ANGPT1;APBB1IP;ARRB1;BTC;CALM3;CAMK2A;CAMK2B;CNKSR1;DAB2IP;DLG4;DUSP1;DUSP4;DUSP5;DUSP6;EGF;ERBB3;FER;FGF20;FGF3;FGFR4;FN1;GAB2;GRB7;GRIN2A;HRAS;IL2RB;IL3;IL5RA;IQGAP1;IRS2;ITGA2B;JAK2;JAK3;KIT;KSR1;LYN;MAPK1;NEFL;NF1;NRG1;NRG2;NRG3;PDGFA;PDGFRA;PDGFRB;PIK3CA;PPP2R1A;PPP2R5C;PPP5C;PSMA6;PSMA8;PSMB10;PSMB4;PSMC6;PSMD1;PSMD13;PSMD2;PSMD3;PSMD5;PSMD9;PSME1;PSME4;PTEN;PTK2;PTPRU;RAP1B;RASA2;RASA3;RASAL1;RASAL3;RASGEF1A;RASGRP1;RASGRP3;SHC2;SOS1;SPTB;SPTBN1;STAT1;STAT5B;TLN1;TNRC6B
kegg	T cell receptor signaling pathway	77	20	2.781161925	0.493771234	0.141180871	AKT1;AKT2;CHUK;GSK3B;HRAS;LCP2;MAP3K14;MAP3K8;MAPK11;NCK2;NFATC3;PAK2;PAK6;PAK7;PLCG1;PTPN6;RAF1;RASGRP1;SOS2;ZAP70
reactome	Toll Like Receptor TLR1:TLR2 Cascade	63	10	2.648044263	0.495788207	0.623785357	ATF2;CHUK;MAP2K6;MAP3K1;MAPK1;MAPK11;MAPK8;MAPKAPK2;PPP2CA;TRAF6
reactome	RNA Polymerase III Transcription Initiation	30	2	3.730412834	0.496166484	0.623785357	BDP1;POLR3F
reactome	RNA Polymerase III Transcription Initiation From Type 1 Promoter	23	2	3.730412834	0.496166484	0.623785357	BDP1;POLR3F
reactome	RNA Polymerase III Transcription Initiation From Type 2 Promoter	22	2	3.730412834	0.496166484	0.623785357	BDP1;POLR3F
reactome	RNA Polymerase III Transcription Initiation From Type 3 Promoter	23	2	3.730412834	0.496166484	0.623785357	BDP1;POLR3F
reactome	Sema4D in semaphorin signaling	23	3	3.024039254	0.496259352	0.623785357	LIMK2;MYH14;RHOA
reactome	RAF activation	20	2	3.334305926	0.497652582	0.623785357	PPP2CA;RAF1
reactome	Separation of Sister Chromatids	121	35	3.337084387	0.497652582	0.623785357	ANAPC4;ANAPC5;BUB1B;CDC20;CENPA;CENPK;CENPP;CENPU;ESPL1;KIF2B;KIF2C;MAD1L1;NDE1;NSL1;NUP107;NUP133;NUP37;PDS5A;PDS5B;PMF1;PPP1CC;PPP2CA;PPP2R1B;PPP2R5E;PSMA1;PSMA4;PSMB11;PSMC6;PSMD13;PSMD5;PSME4;RANBP2;RANGAP1;SGOL1;UBE2E1
reactome	Citric acid cycle (TCA cycle)	16	2	3.006009818	0.498753117	0.623785357	SDHB;SUCLA2
reactome	RHO GTPases activate CIT	13	2	3.333439888	0.498826291	0.623785357	CIT;MYH14
reactome	Signaling by FGFR2	255	107	2.639400295	0.499398315	0.623785357	ACTN2;ADCY1;ADCY3;ADCY4;ADCY5;ADCY6;ADCY7;ADCY8;ADCY9;AGO1;AGO2;ARRB2;CALM1;CALM3;CAMK2A;CAMK2D;CD19;CUL3;DUSP16;DUSP4;DUSP6;EGF;EGFR;ERBB2;ERBB3;ERBB4;FGF10;FGF17;FGF6;FGFBP3;FGFR1;FGG;FN1;FRS2;GRIN2B;GRIN2C;GRIN2D;HRAS;IL17RD;IL2RA;IL2RB;IL3;IL5RA;IRS1;ITGB3;JAK2;JAK3;KBTBD7;KIT;KLB;KSR2;LAMTOR3;MAP2K1;MAPK1;MOV10;NCAM1;NF1;NRG2;PAQR3;PDGFA;PDGFRB;PEBP1;PIK3CA;PIK3CD;PLCG1;PPP2R5C;PPP2R5E;PRKCD;PSMA1;PSMA3;PSMA6;PSMB10;PSMB11;PSMB7;PSMC6;PSMD1;PSMD12;PSMD13;PSMD3;PSMD5;PSMD6;PSMD8;PSME4;PTEN;PTK2;RAF1;RAP1B;RASA2;RASGRF2;RASGRP1;RASGRP3;RASGRP4;SHC2;SOS1;SPRED3;SPRY2;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN2;SPTBN5;TLN1;TNRC6B;UBA52;VAV1;VWF
reactome	RNA Polymerase I Chain Elongation	50	2	3.328824513	0.5	0.623785357	GTF2H3;POLR2L
reactome	PKA-mediated phosphorylation of CREB	11	4	2.626687524	0.500601685	0.623785357	ADCY1;ADCY3;ADCY8;CALM3
reactome	G alpha (z) signalling events	39	6	2.625476889	0.500601685	0.623785357	ADCY1;ADCY3;ADCY8;ADCY9;GNAZ;PRKCQ
reactome	Toll Like Receptor 10 (TLR10) Cascade	56	10	2.622571651	0.500601685	0.623785357	ATF2;CHUK;MAP2K6;MAPK1;MAPK11;MAPK8;MAPKAPK2;NFKBIA;NOD2;PPP2CA
reactome	Signaling by FGFR	255	101	2.615358984	0.501805054	0.623785357	ACTN2;ADCY1;ADCY4;ADCY5;ADCY7;ADCY8;AGO2;AGO4;BTC;CALM3;CAMK4;CBL;CD19;CD80;CD86;CNKSR1;CSF2RB;CSK;DUSP5;EGF;ERBB4;EREG;FGA;FGB;FGF17;FGF23;FGF3;FGF6;FGFBP1;FGFBP3;FGFR1;FGFR3;FN1;FRS2;GAB1;GRIN2C;HRAS;IL2RA;IL2RB;IL3;IRS2;ITGA2B;ITGB3;JAK2;KIT;KLB;KRAS;LAMTOR3;MAP2K1;MAPK1;NF1;NRG2;PDGFA;PDGFRA;PDGFRB;PHB;PIK3CA;PIK3R3;PPP2CA;PPP2R5B;PPP5C;PSMA1;PSMA7;PSMB10;PSMB4;PSMC3;PSMC5;PSMC6;PSMD1;PSMD3;PSMD5;PSMD8;PSME1;PSME4;PSMF1;PTEN;RAF1;RASA1;RASA2;RASA3;RASAL1;RASAL2;RASGRF2;RASGRP1;RASGRP4;SHC1;SHC3;SOS1;SPRED2;SPRY2;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN2;SPTBN4;SPTBN5;TNRC6B;TNRC6C;UBA52;VWF
reactome	Formation of the HIV-1 Early Elongation Complex	26	2	3.317770239	0.502347418	0.623785357	POLR2A;POLR2L
reactome	"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation"	15	2	3.317770239	0.502347418	0.623785357	POLR2A;POLR2L
reactome	Chylomicron-mediated lipid transport	16	2	2.981210991	0.503740648	0.624367654	MTTP;P4HB
kegg	Regulation of lipolysis in adipocytes	47	5	2.731826629	0.50396376	0.14203087	ADCY1;ADCY3;ADCY5;ADCY8;GNAI2
kegg	Pathways in cancer	241	106	2.722119226	0.505096263	0.14203087	AKT1;ARNT2;BAD;BCR;BIRC3;BIRC5;BMP4;CBLC;CCND1;CHUK;COL4A2;COL4A3;CREBBP;CTBP1;CTNNB1;DAPK1;DVL1;DVL3;E2F1;EGLN1;EGLN2;EP300;EPAS1;ERBB2;FGF10;FGF17;FGF23;FGFR1;FN1;FOXO1;FZD6;FZD9;GLI2;GRB2;GSK3B;HHIP;HRAS;IGF1R;ITGA2;ITGA2B;ITGA6;JUP;LAMA1;LAMA3;LAMA5;LAMB1;LAMB3;LAMB4;LAMC2;MAP2K2;MAPK1;MAPK8;MAX;MDM2;MET;MMP9;MTOR;MYC;NTRK1;PDGFA;PDGFRB;PIAS2;PIK3CA;PLCG2;PML;PRKCA;PRKCG;PTK2;RAC1;RAC2;RALB;RALBP1;RALGDS;RARA;RASSF1;RB1;RELA;RET;RHOA;RUNX1;SOS1;SOS2;SPI1;STAT1;STAT5B;STK36;STK4;TCEB1;TCF7;TCF7L2;TGFA;TGFB2;TGFBR1;TGFBR2;TP53;TPR;TRAF2;TRAF3;TRAF5;VEGFB;VEGFC;WNT10B;WNT3A;WNT7A;WNT8A;WNT9B
reactome	Mitotic Metaphase and Anaphase	130	40	3.300475849	0.505868545	0.62585674	AHCTF1;ANAPC2;ANAPC5;ANKLE2;APITD1-CORT;BANF1;BUB1B;CDC20;CDC27;CENPA;CENPE;CENPM;CENPU;CKAP5;CLASP2;KIF2B;KIF2C;NDE1;NSL1;NUP107;NUP37;PDS5A;PDS5B;PPP2CA;PPP2R1B;PPP2R2A;PSMA1;PSMB10;PSMB3;PSMB4;PSMC6;PSMD11;PSMD5;PSMD9;PSME4;RANGAP1;SEC13;SKA1;TAOK1;UBE2D1
reactome	Deadenylation-dependent mRNA decay	44	2	2.970094614	0.507481297	0.626576753	LSM5;PATL1
reactome	"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	12	2	3.413178085	0.508305648	0.626576753	HLA-C;SEC24B
reactome	Visual phototransduction	66	2	2.59998651	0.51143201	0.629282223	LRP1;SDC3
nci	ErbB receptor signaling network	12	3	2.285793094	0.511574074	0.424086291	EGF;EGFR;NRG1
reactome	RNA Polymerase III Chain Elongation	15	2	3.639295064	0.515881709	0.632289716	POLR2L;POLR3F
reactome	Signaling by Interleukins	249	104	2.571445342	0.517448857	0.632289716	ANGPT1;ARRB2;BTC;CALM3;CAMK2B;CAMK2G;CASP1;CHUK;CNKSR1;CSF2RB;CUL1;CUL3;DAB2IP;DLG4;DUSP16;DUSP7;DUSP8;EGF;EGFR;ERBB4;FGF10;FGF23;FGFR1;FGG;HCK;IL17RD;IL1B;IL1R1;IL1RAP;IL1RN;IL2RA;IL3;IL6R;IL6ST;IL7;IL7R;IQGAP1;IRAK3;IRS1;IRS2;JAK1;JAK3;KIT;KRAS;KSR2;LAMTOR3;MAP2K1;MAP3K11;MAP3K8;MAPK3;NCAM1;NF1;NRG1;NRG3;PDGFA;PDGFB;PDGFRA;PDGFRB;PHB;PIK3CB;PIK3CD;PPP2CA;PPP2R5B;PSMA1;PSMA5;PSMA7;PSMB10;PSMB4;PSMB6;PSMC3;PSMC5;PSMC6;PSMD11;PSMD13;PSMD3;PSMD5;PSMD6;PSMD9;PSME4;PTK2B;RAF1;RAP1A;RAP1B;RASA3;RASAL1;RASAL3;RASGRP1;RASGRP3;RASGRP4;RELA;SHC2;SPRED1;SPRED2;SPTB;SPTBN1;SQSTM1;STAT1;STAT5A;TAB1;TOLLIP;TRAF6;TYK2;VCL;VWF
kegg	Citrate cycle (TCA cycle)	26	2	2.916656948	0.517772512	0.14203087	SDHB;SUCLA2
kegg	Cardiac muscle contraction	13	2	2.810784268	0.518041237	0.14203087	ACTC1;MYL2
reactome	RHO GTPases activate PKNs	55	8	2.913506222	0.518703242	0.632289716	HIST1H3I;HIST1H4J;HIST1H4K;KDM4C;MYH14;PKN1;PPP1R12B;PPP1R14A
reactome	Phospholipase C-mediated cascade: FGFR1	33	4	2.566163525	0.519855596	0.632289716	ADCY8;ADCY9;CALM3;CAMK4
reactome	Post-chaperonin tubulin folding pathway	14	2	3.232727249	0.519953052	0.632289716	TBCD;TUBB1
kegg	Terpenoid backbone biosynthesis	16	3	2.804769602	0.520618557	0.14203087	MVD;MVK;PMVK
reactome	Formation of the Early Elongation Complex	26	5	3.22752563	0.521126761	0.632289716	CTDP1;ERCC2;GTF2H3;POLR2A;POLR2L
reactome	Sema4D induced cell migration and growth-cone collapse	20	2	2.891497357	0.521197007	0.632289716	MYH14;RHOA
kegg	ErbB signaling pathway	71	19	2.654057443	0.522083805	0.14203087	AKT1;CBLB;EGF;EGFR;ERBB4;GRB2;HRAS;MAP2K7;MAPK8;MTOR;NCK2;NRG1;PAK2;PIK3R2;PLCG2;PRKCB;RAF1;SHC2;SOS1
reactome	Adenylate cyclase inhibitory pathway	14	2	3.213673224	0.522300469	0.632289716	ADCY8;GNAL
reactome	Inhibition of adenylate cyclase pathway	14	2	3.213673224	0.522300469	0.632289716	ADCY8;GNAL
reactome	Inositol phosphate metabolism	37	2	2.555692934	0.523465704	0.632375391	INPP4B;ITPK1
kegg	Signaling pathways regulating pluripotency of stem cells	89	16	2.638188398	0.525481314	0.14203087	ACVR1B;AKT1;AKT2;BMPR2;FGFR2;IGF1R;KRAS;LIFR;MAP2K1;MAPK1;MAPK11;PIK3CG;RAF1;SMAD1;SMAD3;SMAD4
reactome	WNT ligand biogenesis and trafficking	19	2	2.551431574	0.525872443	0.632375391	TMED5;WNT4
reactome	Cytosolic sulfonation of small molecules	14	3	2.547384807	0.525872443	0.632375391	PAPSS2;SULT1A1;SULT1A2
